t [s],a_x [m/s^2]
11.612,0.0024377
11.614,0.0025757
11.616,0.0027391
11.618,0.0029179
11.62,0.0030963
11.622,0.0031166
11.624,0.0027191
11.626,0.0018096
11.628,0.00074114
11.63,0.00022379
11.632,0.0006941
11.634,0.0018328
11.636,0.0029427
11.638,0.0035103
11.64,0.0033281
11.642,0.0024001
11.644,0.00091989
11.646,-0.00073534
11.648,-0.0022736
11.65,-0.0037788
11.652,-0.0056427
11.654,-0.0081631
11.656,-0.011031
11.658,-0.013581
11.66,-0.01531
11.662,-0.016087
11.664,-0.016149
11.666,-0.015959
11.668,-0.016184
11.67,-0.017321
11.672,-0.019199
11.674,-0.021194
11.676,-0.022858
11.678,-0.024111
11.68,-0.02495
11.682,-0.025367
11.684,-0.025454
11.686,-0.025378
11.688,-0.025285
11.69,-0.025239
11.692,-0.025236
11.694,-0.025247
11.696,-0.025253
11.698,-0.025253
11.7,-0.025248
11.702,-0.025232
11.704,-0.025193
11.706,-0.025135
11.708,-0.025098
11.71,-0.025144
11.712,-0.02529
11.714,-0.025426
11.716,-0.025293
11.718,-0.024599
11.72,-0.023225
11.722,-0.021295
11.724,-0.0189
11.726,-0.01582
11.728,-0.011894
11.73,-0.0075636
11.732,-0.003733
11.734,-0.00086826
11.736,0.0017041
11.738,0.005287
11.74,0.01071
11.742,0.017549
11.744,0.024255
11.746,0.02917
11.748,0.03173
11.75,0.032902
11.752,0.034338
11.754,0.037021
11.756,0.040607
11.758,0.043851
11.76,0.045568
11.762,0.045501
11.764,0.044459
11.766,0.043636
11.768,0.043601
11.77,0.043835
11.772,0.043324
11.774,0.041373
11.776,0.038152
11.778,0.034834
11.78,0.032755
11.782,0.032203
11.784,0.032138
11.786,0.031018
11.788,0.027984
11.79,0.023455
11.792,0.018519
11.794,0.013837
11.796,0.0096107
11.798,0.0062006
11.8,0.0040768
11.802,0.0032898
11.804,0.0033718
11.806,0.0037172
11.808,0.0039483
11.81,0.0039961
11.812,0.003955
11.814,0.0039074
11.816,0.0038535
11.818,0.0037655
11.82,0.0036926
11.822,0.0038112
11.824,0.0043391
11.826,0.0053591
11.828,0.0067199
11.83,0.0081728
11.832,0.0094826
11.834,0.010363
11.836,0.010694
11.838,0.010769
11.84,0.011172
11.842,0.012386
11.844,0.014438
11.846,0.016922
11.848,0.019318
11.85,0.021454
11.852,0.023831
11.854,0.026855
11.856,0.029716
11.858,0.030872
11.86,0.029703
11.862,0.027288
11.864,0.025402
11.866,0.024812
11.868,0.024989
11.87,0.025324
11.872,0.025699
11.874,0.026063
11.876,0.026013
11.878,0.025041
11.88,0.023243
11.882,0.021381
11.884,0.01995
11.886,0.018898
11.888,0.018204
11.89,0.01807
11.892,0.01863
11.894,0.019671
11.896,0.020698
11.898,0.021365
11.9,0.021803
11.902,0.022337
11.904,0.023003
11.906,0.023323
11.908,0.022656
11.91,0.020629
11.912,0.017449
11.914,0.014094
11.916,0.011714
11.918,0.010741
11.92,0.010753
11.922,0.011059
11.924,0.011275
11.926,0.01146
11.928,0.011801
11.93,0.012166
11.932,0.011927
11.934,0.010309
11.936,0.0071462
11.938,0.0033633
11.94,0.00040876
11.942,-0.00089591
11.944,-0.00085585
11.946,-0.00066132
11.948,-0.0014173
11.95,-0.0031537
11.952,-0.0049211
11.954,-0.0056345
11.956,-0.0049849
11.958,-0.0037575
11.96,-0.0031252
11.962,-0.0037029
11.964,-0.0051567
11.966,-0.0065515
11.968,-0.0072884
11.97,-0.0078236
11.972,-0.0091348
11.974,-0.01153
11.976,-0.014301
11.978,-0.016399
11.98,-0.017309
11.982,-0.01728
11.984,-0.016899
11.986,-0.016615
11.988,-0.016557
11.99,-0.016635
11.992,-0.016717
11.994,-0.016737
11.996,-0.016703
11.998,-0.016661
12,-0.016647
12.002,-0.016662
12.004,-0.016678
12.006,-0.016648
12.008,-0.01655
12.01,-0.016436
12.012,-0.016444
12.014,-0.016721
12.016,-0.017282
12.018,-0.017927
12.02,-0.018414
12.022,-0.018848
12.024,-0.019691
12.026,-0.021083
12.028,-0.022553
12.03,-0.023549
12.032,-0.023892
12.034,-0.02371
12.036,-0.023191
12.038,-0.022497
12.04,-0.021828
12.042,-0.021359
12.044,-0.020943
12.046,-0.020131
12.048,-0.018788
12.05,-0.017327
12.052,-0.016164
12.054,-0.015337
12.056,-0.014669
12.058,-0.013984
12.06,-0.012992
12.062,-0.01123
12.064,-0.0084816
12.066,-0.0051501
12.068,-0.0021925
12.07,-0.00037385
12.072,0.0004875
12.074,0.001134
12.076,0.0021098
12.078,0.0034273
12.08,0.004608
12.082,0.0052413
12.084,0.0054446
12.086,0.0057118
12.088,0.0063811
12.09,0.0072193
12.092,0.0075599
12.094,0.0070325
12.096,0.0060969
12.098,0.0056072
12.1,0.0060132
12.102,0.006999
12.104,0.00775
12.106,0.0076688
12.108,0.0068174
12.11,0.0055759
12.112,0.0042654
12.114,0.0032352
12.116,0.0029464
12.118,0.0035792
12.12,0.0046787
12.122,0.0055741
12.124,0.005944
12.126,0.0058955
12.128,0.005708
12.13,0.0055838
12.132,0.005572
12.134,0.0056289
12.136,0.0057015
12.138,0.0057617
12.14,0.0057912
12.142,0.0057637
12.144,0.0056654
12.146,0.0055501
12.148,0.0055681
12.15,0.0058957
12.152,0.0065615
12.154,0.00732
12.156,0.0078061
12.158,0.0079894
12.16,0.0083146
12.162,0.0090942
12.164,0.010056
12.166,0.010526
12.168,0.0099269
12.17,0.0083984
12.172,0.0067557
12.174,0.0057029
12.176,0.0053545
12.178,0.0054442
12.18,0.0057454
12.182,0.0062099
12.184,0.0067296
12.186,0.006825
12.188,0.0056953
12.19,0.0028071
12.192,-0.0014056
12.194,-0.0055968
12.196,-0.0085481
12.198,-0.010063
12.2,-0.010777
12.202,-0.011393
12.204,-0.01231
12.206,-0.013629
12.208,-0.015149
12.21,-0.016518
12.212,-0.017379
12.214,-0.01749
12.216,-0.017061
12.218,-0.016821
12.22,-0.017313
12.222,-0.01826
12.224,-0.018858
12.226,-0.018521
12.228,-0.017311
12.23,-0.015888
12.232,-0.014985
12.234,-0.014925
12.236,-0.015509
12.238,-0.016084
12.24,-0.015712
12.242,-0.013565
12.244,-0.0095225
12.246,-0.0045061
12.248,-0.00011286
12.25,0.0023845
12.252,0.0029277
12.254,0.0025462
12.256,0.0025383
12.258,0.0036015
12.26,0.0054833
12.262,0.0073476
12.264,0.008782
12.266,0.01017
12.268,0.011754
12.27,0.012949
12.272,0.012861
12.274,0.011221
12.276,0.008782
12.278,0.0068185
12.28,0.0061442
12.282,0.0065637
12.284,0.0070483
12.286,0.006348
12.288,0.0037472
12.29,-0.00040569
12.292,-0.0049283
12.294,-0.0087548
12.296,-0.011538
12.298,-0.013332
12.3,-0.014239
12.302,-0.014607
12.304,-0.01519
12.306,-0.016782
12.308,-0.019609
12.31,-0.023059
12.312,-0.025934
12.314,-0.027025
12.316,-0.026019
12.318,-0.02389
12.32,-0.021865
12.322,-0.020426
12.324,-0.019439
12.326,-0.018765
12.328,-0.018415
12.33,-0.018285
12.332,-0.018056
12.334,-0.017255
12.336,-0.015432
12.338,-0.012296
12.34,-0.0079787
12.342,-0.0032024
12.344,0.001142
12.346,0.0045557
12.348,0.0071309
12.35,0.0093963
12.352,0.011825
12.354,0.014514
12.356,0.017333
12.358,0.02009
12.36,0.022412
12.362,0.023732
12.364,0.02377
12.366,0.022837
12.368,0.021632
12.37,0.020635
12.372,0.019809
12.374,0.018911
12.376,0.017893
12.378,0.016867
12.38,0.015866
12.382,0.014783
12.384,0.013345
12.386,0.011346
12.388,0.0090785
12.39,0.0073075
12.392,0.0066495
12.394,0.0070762
12.396,0.0078568
12.398,0.0078311
12.4,0.0059916
12.402,0.0022437
12.404,-0.002259
12.406,-0.0059698
12.408,-0.0084059
12.41,-0.010393
12.412,-0.012933
12.414,-0.016154
12.416,-0.019247
12.418,-0.021145
12.42,-0.02134
12.422,-0.020166
12.424,-0.01845
12.426,-0.016904
12.428,-0.015803
12.43,-0.015105
12.432,-0.014495
12.434,-0.013501
12.436,-0.01191
12.438,-0.010053
12.44,-0.0084552
12.442,-0.007169
12.444,-0.0057344
12.446,-0.0038225
12.448,-0.001671
12.45,0.00034389
12.452,0.0022148
12.454,0.0040245
12.456,0.0056444
12.458,0.0067365
12.46,0.0071682
12.462,0.0073461
12.464,0.0079879
12.466,0.0095519
12.468,0.011832
12.47,0.014169
12.472,0.016075
12.474,0.017507
12.476,0.018729
12.478,0.019939
12.48,0.020906
12.482,0.021198
12.484,0.020691
12.486,0.019773
12.488,0.019095
12.49,0.01896
12.492,0.01902
12.494,0.018707
12.496,0.017652
12.498,0.015769
12.5,0.013314
12.502,0.010601
12.504,0.0076148
12.506,0.0040352
12.508,-0.00011485
12.51,-0.0040868
12.512,-0.0069942
12.514,-0.0085532
12.516,-0.0090654
12.518,-0.0090186
12.52,-0.0090081
12.522,-0.0096932
12.524,-0.011294
12.526,-0.013365
12.528,-0.015182
12.53,-0.016063
12.532,-0.015571
12.534,-0.013933
12.536,-0.012167
12.538,-0.011238
12.54,-0.011259
12.542,-0.011693
12.544,-0.011771
12.546,-0.010869
12.548,-0.009095
12.55,-0.0073475
12.552,-0.0065597
12.554,-0.0070309
12.556,-0.008329
12.558,-0.0096378
12.56,-0.010346
12.562,-0.010384
12.564,-0.0099671
12.566,-0.0091877
12.568,-0.0078722
12.57,-0.0061377
12.572,-0.0048908
12.574,-0.0050858
12.576,-0.0066602
12.578,-0.0085341
12.58,-0.0094049
12.582,-0.0087048
12.584,-0.0070831
12.586,-0.0059287
12.588,-0.0065125
12.59,-0.0092846
12.592,-0.013496
12.594,-0.01755
12.596,-0.020135
12.598,-0.021149
12.6,-0.021476
12.602,-0.022063
12.604,-0.023253
12.606,-0.024861
12.608,-0.026518
12.61,-0.027775
12.612,-0.02835
12.614,-0.028343
12.616,-0.028119
12.618,-0.028047
12.62,-0.028276
12.622,-0.0286
12.624,-0.028504
12.626,-0.027463
12.628,-0.025409
12.63,-0.022986
12.632,-0.021109
12.634,-0.020127
12.636,-0.019615
12.638,-0.018998
12.64,-0.018274
12.642,-0.018065
12.644,-0.018814
12.646,-0.020016
12.648,-0.020484
12.65,-0.019255
12.652,-0.016365
12.654,-0.012952
12.656,-0.010378
12.658,-0.0091229
12.66,-0.0087184
12.662,-0.0084915
12.664,-0.0082323
12.666,-0.0081986
12.668,-0.0088508
12.67,-0.010418
12.672,-0.012238
12.674,-0.013003
12.676,-0.012112
12.678,-0.010318
12.68,-0.0088613
12.682,-0.0083629
12.684,-0.0083552
12.686,-0.0078227
12.688,-0.0061123
12.69,-0.0031598
12.692,0.00068618
12.694,0.00465
12.696,0.0076387
12.698,0.0089938
12.7,0.0089681
12.702,0.0084256
12.704,0.0082653
12.706,0.0089827
12.708,0.010502
12.71,0.012351
12.712,0.014245
12.714,0.016559
12.716,0.019926
12.718,0.024327
12.72,0.028935
12.722,0.032779
12.724,0.035149
12.726,0.035787
12.728,0.03523
12.73,0.034668
12.732,0.035015
12.734,0.036155
12.736,0.037267
12.738,0.037566
12.74,0.036715
12.742,0.034896
12.744,0.03261
12.746,0.030144
12.748,0.027141
12.75,0.023063
12.752,0.018069
12.754,0.013272
12.756,0.0099296
12.758,0.0082388
12.76,0.0072277
12.762,0.0058377
12.764,0.0039126
12.766,0.0020609
12.768,0.00072239
12.77,-0.00025266
12.772,-0.0011742
12.774,-0.001991
12.776,-0.0023814
12.778,-0.0022019
12.78,-0.0016449
12.782,-0.0010913
12.784,-0.00077376
12.786,-0.00077469
12.788,-0.0011109
12.79,-0.0013348
12.792,-0.00048304
12.794,0.0019943
12.796,0.0053669
12.798,0.0081836
12.8,0.0095564
12.802,0.0096322
12.804,0.0091196
12.806,0.0086572
12.808,0.0085387
12.81,0.0087671
12.812,0.0091735
12.814,0.0094493
12.816,0.0091837
12.818,0.0080695
12.82,0.0062288
12.822,0.0042675
12.824,0.002666
12.826,0.0010005
12.828,-0.0018387
12.83,-0.0064435
12.832,-0.012022
12.834,-0.016869
12.836,-0.019688
12.838,-0.02043
12.84,-0.020006
12.842,-0.019423
12.844,-0.019194
12.846,-0.019293
12.848,-0.019438
12.85,-0.0194
12.852,-0.019201
12.854,-0.019111
12.856,-0.019478
12.858,-0.020397
12.86,-0.021462
12.862,-0.021923
12.864,-0.021385
12.866,-0.020283
12.868,-0.019407
12.87,-0.019162
12.872,-0.01933
12.874,-0.019278
12.876,-0.018339
12.878,-0.016168
12.88,-0.012922
12.882,-0.009336
12.884,-0.0065036
12.886,-0.0050805
12.888,-0.004873
12.89,-0.0052278
12.892,-0.005603
12.894,-0.0058047
12.896,-0.0058529
12.898,-0.0057441
12.9,-0.0053771
12.902,-0.0047067
12.904,-0.0039337
12.906,-0.0034235
12.908,-0.0032692
12.91,-0.0030889
12.912,-0.0025141
12.914,-0.0015601
12.916,-0.0005083
12.918,0.00035474
12.92,0.0011354
12.922,0.0023461
12.924,0.0043119
12.926,0.0066242
12.928,0.0084125
12.93,0.0092462
12.932,0.0095508
12.934,0.01015
12.936,0.011492
12.938,0.0133
12.94,0.015032
12.942,0.016661
12.944,0.018695
12.946,0.021471
12.948,0.024662
12.95,0.027546
12.952,0.029621
12.954,0.031007
12.956,0.032176
12.958,0.03338
12.96,0.034509
12.962,0.035308
12.964,0.035569
12.966,0.035376
12.968,0.035023
12.97,0.034764
12.972,0.034962
12.974,0.035908
12.976,0.03735
12.978,0.03855
12.98,0.038656
12.982,0.037063
12.984,0.033824
12.986,0.029853
12.988,0.026383
12.99,0.024125
12.992,0.023123
12.994,0.022972
12.996,0.023091
12.998,0.022973
13,0.022299
13.002,0.020881
13.004,0.018562
13.006,0.015427
13.008,0.012201
13.01,0.0098767
13.012,0.0088908
13.014,0.0089224
13.016,0.0093352
13.018,0.0096576
13.02,0.0097367
13.022,0.0096266
13.024,0.0094351
13.026,0.009273
13.028,0.0092719
13.03,0.0095481
13.032,0.01004
13.034,0.010337
13.036,0.0097511
13.038,0.0078162
13.04,0.0049408
13.042,0.0024618
13.044,0.0015161
13.046,0.0017905
13.048,0.0019482
13.05,0.001169
13.052,-0.00022205
13.054,-0.0015736
13.056,-0.0026649
13.058,-0.0036569
13.06,-0.0046547
13.062,-0.0056242
13.064,-0.0065502
13.066,-0.007536
13.068,-0.0089083
13.07,-0.011042
13.072,-0.013828
13.074,-0.016561
13.076,-0.018455
13.078,-0.019272
13.08,-0.019377
13.082,-0.019235
13.084,-0.01896
13.086,-0.018282
13.088,-0.016894
13.09,-0.014792
13.092,-0.012203
13.094,-0.0093154
13.096,-0.0063552
13.098,-0.0036992
13.1,-0.0015642
13.102,0.00036596
13.104,0.0027655
13.106,0.0057423
13.108,0.0083915
13.11,0.0097537
13.112,0.009814
13.114,0.0095129
13.116,0.010039
13.118,0.011972
13.12,0.014818
13.122,0.017384
13.124,0.01881
13.126,0.019312
13.128,0.019881
13.13,0.021114
13.132,0.022651
13.134,0.023744
13.136,0.023939
13.138,0.023306
13.14,0.022366
13.142,0.02184
13.144,0.022132
13.146,0.022643
13.148,0.021821
13.15,0.018552
13.152,0.013554
13.154,0.0090612
13.156,0.0069319
13.158,0.0071123
13.16,0.0078331
13.162,0.0073256
13.164,0.0052414
13.166,0.0024952
13.168,0.00011491
13.17,-0.0015026
13.172,-0.002579
13.174,-0.0035022
13.176,-0.0043376
13.178,-0.0049165
13.18,-0.0051593
13.182,-0.0051507
13.184,-0.0050272
13.186,-0.0048803
13.188,-0.0047657
13.19,-0.0047615
13.192,-0.0049582
13.194,-0.0053242
13.196,-0.0055339
13.198,-0.0049724
13.2,-0.0030659
13.202,0.00021086
13.204,0.004134
13.206,0.0075753
13.208,0.0096353
13.21,0.010206
13.212,0.0099551
13.214,0.0097851
13.216,0.01026
13.218,0.011323
13.22,0.01245
13.222,0.013192
13.224,0.013576
13.226,0.013903
13.228,0.014348
13.23,0.01475
13.232,0.014821
13.234,0.014306
13.236,0.013132
13.238,0.011863
13.24,0.011471
13.242,0.012286
13.244,0.013433
13.246,0.01364
13.248,0.012545
13.25,0.010912
13.252,0.0096837
13.254,0.0092195
13.256,0.009333
13.258,0.009702
13.26,0.010113
13.262,0.010388
13.264,0.010219
13.266,0.0092212
13.268,0.0072699
13.27,0.0047751
13.272,0.0023993
13.274,0.00042295
13.276,-0.001393
13.278,-0.0033717
13.28,-0.005346
13.282,-0.0065146
13.284,-0.0063441
13.286,-0.0054471
13.288,-0.0051795
13.29,-0.0065787
13.292,-0.0096497
13.294,-0.013441
13.296,-0.016725
13.298,-0.018689
13.3,-0.019296
13.302,-0.019073
13.304,-0.018612
13.306,-0.018277
13.308,-0.018225
13.31,-0.018525
13.312,-0.019111
13.314,-0.019592
13.316,-0.019209
13.318,-0.017249
13.32,-0.013811
13.322,-0.010166
13.324,-0.0078783
13.326,-0.0073285
13.328,-0.0075534
13.33,-0.0074204
13.332,-0.006642
13.334,-0.0058744
13.336,-0.0058325
13.338,-0.0064321
13.34,-0.0068638
13.342,-0.006503
13.344,-0.0056231
13.346,-0.0050353
13.348,-0.0052859
13.35,-0.006244
13.352,-0.007264
13.354,-0.007754
13.356,-0.0075356
13.358,-0.0066593
13.36,-0.0053898
13.362,-0.0042964
13.364,-0.0037531
13.366,-0.0037587
13.368,-0.0037904
13.37,-0.0036415
13.372,-0.0032897
13.374,-0.0031315
13.376,-0.0034789
13.378,-0.004115
13.38,-0.0046675
13.382,-0.005158
13.384,-0.0059765
13.386,-0.0074041
13.388,-0.0092549
13.39,-0.011128
13.392,-0.012937
13.394,-0.014867
13.396,-0.016837
13.398,-0.018397
13.4,-0.019207
13.402,-0.019351
13.404,-0.019179
13.406,-0.018995
13.408,-0.018898
13.41,-0.018851
13.412,-0.018826
13.414,-0.018888
13.416,-0.019122
13.418,-0.019451
13.42,-0.019489
13.422,-0.018673
13.424,-0.016678
13.426,-0.013853
13.428,-0.011092
13.43,-0.0091407
13.432,-0.0079933
13.434,-0.0069804
13.436,-0.0054293
13.438,-0.003129
13.44,-0.00045971
13.442,0.0018445
13.444,0.0032685
13.446,0.0039005
13.448,0.0044409
13.45,0.0056234
13.452,0.0071769
13.454,0.007774
13.456,0.0063506
13.458,0.0032105
13.46,-0.00030425
13.462,-0.0031252
13.464,-0.0050961
13.466,-0.0065018
13.468,-0.0076843
13.47,-0.009103
13.472,-0.011214
13.474,-0.013969
13.476,-0.016696
13.478,-0.018588
13.48,-0.019341
13.482,-0.019269
13.484,-0.018916
13.486,-0.018663
13.488,-0.018605
13.49,-0.018661
13.492,-0.01872
13.494,-0.018728
13.496,-0.018683
13.498,-0.018607
13.5,-0.018526
13.502,-0.018473
13.504,-0.018484
13.506,-0.018567
13.508,-0.018647
13.51,-0.01856
13.512,-0.018154
13.514,-0.017468
13.516,-0.016823
13.518,-0.016583
13.52,-0.016646
13.522,-0.016372
13.524,-0.015427
13.526,-0.01443
13.528,-0.014382
13.53,-0.015504
13.532,-0.017011
13.534,-0.017999
13.536,-0.018199
13.538,-0.017969
13.54,-0.017824
13.542,-0.01797
13.544,-0.018095
13.546,-0.017524
13.548,-0.015683
13.55,-0.01262
13.552,-0.0091005
13.554,-0.0061532
13.556,-0.0044419
13.558,-0.0038567
13.56,-0.0037114
13.562,-0.0033797
13.564,-0.0027701
13.566,-0.0022346
13.568,-0.0019811
13.57,-0.0017342
13.572,-0.0011587
13.574,-0.00024611
13.576,0.00074977
13.578,0.001545
13.58,0.0022293
13.582,0.0033179
13.584,0.0051982
13.586,0.0075511
13.588,0.0094912
13.59,0.010343
13.592,0.010144
13.594,0.0095452
13.596,0.0094221
13.598,0.010389
13.6,0.012346
13.602,0.014343
13.604,0.015188
13.606,0.014506
13.608,0.013188
13.61,0.012705
13.612,0.013955
13.614,0.01657
13.616,0.019127
13.618,0.02045
13.62,0.020866
13.622,0.021887
13.624,0.024499
13.626,0.027989
13.628,0.030844
13.63,0.032407
13.632,0.033161
13.634,0.033818
13.636,0.034443
13.638,0.034595
13.64,0.034013
13.642,0.033015
13.644,0.032264
13.646,0.032061
13.648,0.031955
13.65,0.031231
13.652,0.029499
13.654,0.026939
13.656,0.024316
13.658,0.022402
13.66,0.021422
13.662,0.021033
13.664,0.020412
13.666,0.018628
13.668,0.015406
13.67,0.011604
13.672,0.0085754
13.674,0.0068512
13.676,0.0057724
13.678,0.0043704
13.68,0.0023376
13.682,3.51E-05
13.684,-0.0023004
13.686,-0.0049957
13.688,-0.0084195
13.69,-0.012181
13.692,-0.015377
13.694,-0.017428
13.696,-0.018279
13.698,-0.018248
13.7,-0.017848
13.702,-0.017594
13.704,-0.017844
13.706,-0.018626
13.708,-0.01953
13.71,-0.019895
13.712,-0.019386
13.714,-0.018367
13.716,-0.017477
13.718,-0.017052
13.72,-0.017019
13.722,-0.017125
13.724,-0.017173
13.726,-0.017115
13.728,-0.016994
13.73,-0.016869
13.732,-0.016772
13.734,-0.016698
13.736,-0.016634
13.738,-0.016568
13.74,-0.016492
13.742,-0.0164
13.744,-0.016289
13.746,-0.016172
13.748,-0.016084
13.75,-0.01606
13.752,-0.016087
13.754,-0.016062
13.756,-0.01581
13.758,-0.01521
13.76,-0.014349
13.762,-0.013529
13.764,-0.013037
13.766,-0.012991
13.768,-0.013483
13.77,-0.014407
13.772,-0.015116
13.774,-0.014715
13.776,-0.012785
13.778,-0.0098479
13.78,-0.0070724
13.782,-0.0053816
13.784,-0.0048985
13.786,-0.00512
13.788,-0.0052684
13.79,-0.0047835
13.792,-0.0036919
13.794,-0.0023532
13.796,-0.0010112
13.798,0.00038545
13.8,0.0019404
13.802,0.0033904
13.804,0.0042538
13.806,0.0044361
13.808,0.0044443
13.81,0.0048424
13.812,0.0057816
13.814,0.0069844
13.816,0.0079178
13.818,0.0082526
13.82,0.0082093
13.822,0.0084336
13.824,0.0095541
13.826,0.011749
13.828,0.014658
13.83,0.017623
13.832,0.019963
13.834,0.021223
13.836,0.021356
13.838,0.020742
13.84,0.020035
13.842,0.019992
13.844,0.021169
13.846,0.023511
13.848,0.026176
13.85,0.028087
13.852,0.028769
13.854,0.028516
13.856,0.027932
13.858,0.027456
13.86,0.027205
13.862,0.027084
13.864,0.026966
13.866,0.026788
13.868,0.026558
13.87,0.026309
13.872,0.026067
13.874,0.025844
13.876,0.025645
13.878,0.025463
13.88,0.025275
13.882,0.02504
13.884,0.02473
13.886,0.024382
13.888,0.024131
13.89,0.024153
13.892,0.024494
13.894,0.024925
13.896,0.025019
13.898,0.024534
13.9,0.023676
13.902,0.022821
13.904,0.022171
13.906,0.021781
13.908,0.021742
13.91,0.022223
13.912,0.02325
13.914,0.024496
13.916,0.02544
13.918,0.025803
13.92,0.025695
13.922,0.025355
13.924,0.02486
13.926,0.024077
13.928,0.022863
13.93,0.02124
13.932,0.019307
13.934,0.017037
13.936,0.014403
13.938,0.011591
13.94,0.008939
13.942,0.0066488
13.944,0.0045481
13.946,0.0023535
13.948,0.00024352
13.95,-0.0012118
13.952,-0.0016859
13.954,-0.0014734
13.956,-0.0013495
13.958,-0.0020961
13.96,-0.0039505
13.962,-0.0063314
13.964,-0.0082379
13.966,-0.0091647
13.968,-0.0095384
13.97,-0.010205
13.972,-0.011616
13.974,-0.013448
13.976,-0.015097
13.978,-0.016361
13.98,-0.017449
13.982,-0.018485
13.984,-0.019302
13.986,-0.019703
13.988,-0.019702
13.99,-0.019477
13.992,-0.019218
13.994,-0.01903
13.996,-0.018944
13.998,-0.018943
14,-0.018959
14.002,-0.018865
14.004,-0.01852
14.006,-0.0179
14.008,-0.017225
14.01,-0.016875
14.012,-0.017047
14.014,-0.01751
14.016,-0.017861
14.018,-0.017889
14.02,-0.01767
14.022,-0.017444
14.024,-0.017408
14.026,-0.017546
14.028,-0.017556
14.03,-0.016955
14.032,-0.015403
14.034,-0.013049
14.036,-0.010522
14.038,-0.0084669
14.04,-0.007172
14.042,-0.0066251
14.044,-0.006688
14.046,-0.0071316
14.048,-0.0076652
14.05,-0.0080312
14.052,-0.0082535
14.054,-0.0087114
14.056,-0.009806
14.058,-0.011498
14.06,-0.013194
14.062,-0.014164
14.064,-0.014145
14.066,-0.013644
14.068,-0.013474
14.07,-0.01395
14.072,-0.014687
14.074,-0.015127
14.076,-0.015058
14.078,-0.014709
14.08,-0.014542
14.082,-0.014914
14.084,-0.015791
14.086,-0.016697
14.088,-0.017048
14.09,-0.016639
14.092,-0.015691
14.094,-0.01459
14.096,-0.01371
14.098,-0.013233
14.1,-0.013091
14.102,-0.01308
14.104,-0.013011
14.106,-0.012764
14.108,-0.012268
14.11,-0.011442
14.112,-0.010174
14.114,-0.0084807
14.116,-0.0067472
14.118,-0.0055462
14.12,-0.0051676
14.122,-0.0054003
14.124,-0.0056561
14.126,-0.0052765
14.128,-0.0039085
14.13,-0.0017945
14.132,0.00031422
14.134,0.0016959
14.136,0.0021555
14.138,0.0020023
14.14,0.00168
14.142,0.0014655
14.144,0.0014134
14.146,0.0014583
14.148,0.001522
14.15,0.0015466
14.152,0.0014792
14.154,0.0012746
14.156,0.00094299
14.158,0.00058398
14.16,0.00030707
14.162,5.04E-05
14.164,-0.00040775
14.166,-0.0011103
14.168,-0.0017992
14.17,-0.0022148
14.172,-0.0023365
14.174,-0.0023214
14.176,-0.0022991
14.178,-0.0022424
14.18,-0.002019
14.182,-0.0015843
14.184,-0.0011451
14.186,-0.0010836
14.188,-0.00159
14.19,-0.0023804
14.192,-0.0029219
14.194,-0.0029108
14.196,-0.0024815
14.198,-0.0019742
14.2,-0.001655
14.202,-0.0016607
14.204,-0.0020468
14.206,-0.0027689
14.208,-0.0036211
14.21,-0.0043017
14.212,-0.0045989
14.214,-0.0044739
14.216,-0.0040192
14.218,-0.0034237
14.22,-0.0029422
14.222,-0.0027746
14.224,-0.0029324
14.226,-0.0032487
14.228,-0.0035086
14.23,-0.0036606
14.232,-0.0038731
14.234,-0.0043172
14.236,-0.0048929
14.238,-0.00522
14.24,-0.0050241
14.242,-0.0044961
14.244,-0.0041409
14.246,-0.0043384
14.248,-0.004995
14.25,-0.0056427
14.252,-0.0059343
14.254,-0.0059276
14.256,-0.0058823
14.258,-0.0059779
14.26,-0.0062159
14.262,-0.0064486
14.264,-0.006532
14.266,-0.0064411
14.268,-0.0062479
14.27,-0.0060403
14.272,-0.0058693
14.274,-0.0057424
14.276,-0.005639
14.278,-0.0055249
14.28,-0.0053651
14.282,-0.0051488
14.284,-0.0049232
14.286,-0.004805
14.288,-0.0049255
14.29,-0.0053168
14.292,-0.0058343
14.294,-0.0062395
14.296,-0.0063816
14.298,-0.0062542
14.3,-0.0059147
14.302,-0.0054278
14.304,-0.0048936
14.306,-0.0044696
14.308,-0.0042717
14.31,-0.0042463
14.312,-0.0041862
14.314,-0.0038848
14.316,-0.0033416
14.318,-0.002768
14.32,-0.0023655
14.322,-0.0021744
14.324,-0.0021072
14.326,-0.0020567
14.328,-0.0019676
14.33,-0.0018405
14.332,-0.001701
14.334,-0.0015704
14.336,-0.0014552
14.338,-0.0013501
14.34,-0.0012449
14.342,-0.0011302
14.344,-0.001003
14.346,-0.00087303
14.348,-0.00076236
14.35,-0.00069132
14.352,-0.00064899
14.354,-0.00056882
14.356,-0.00034305
14.358,0.00010845
14.36,0.00075635
14.362,0.0014557
14.364,0.0020365
14.366,0.0024092
14.368,0.0026113
14.37,0.00274
14.372,0.0028395
14.374,0.0028758
14.376,0.0028326
14.378,0.0027839
14.38,0.0028142
14.382,0.0029098
14.384,0.0029729
14.386,0.002947
14.388,0.0028962
14.39,0.0029167
14.392,0.0030129
14.394,0.0030922
14.396,0.0030759
14.398,0.0029871
14.4,0.0029013
14.402,0.0028615
14.404,0.0028616
14.406,0.0028829
14.408,0.0029281
14.41,0.0030151
14.412,0.0031369
14.414,0.0032311
